name,category,address,lat,lon,phone,email,website,phone_source,email_source,osm_type,osm_id,distance_m
Learning Routes Pvt Ltd,office:company,"Mohali, 160062",30.6758746,76.7400041,+91-8826664930,,https://www.learningroutes.in/,osm,,node,11007315724,124.5
